10	python /n/holylfs06/LABS/kempner_dev/Lab/nikhilanand/systems-scaling-anon/systems-scaling/olmo/synthetic/student_teacher_v3.py --run_intervention --depth 4 --width 512 --batch 2048 --lr_max 6e-4 --wandb_project mx_intervention --store_full_gradients --log_weight_clipping --val_every 100 --steps_total 9000 --intervention_checkpoint /n/netscratch/kempner_dev/Lab/nikhilanand/eps_sweeps_depth_width/a_fmtfp8_e4m3_a_bp_exfp8_e4m3_a_bp_osfp8_e4m3_actgelu_bs2048_L4_lr6e-04_s1337_fmtfp8_e4m3_bpfp8_e4m3_D512_fbd5/checkpoints/ckpt_mx_step14080.pt --dont_quantize_layernorm --wandb_name no_ln_q_step14080
11	python /n/holylfs06/LABS/kempner_dev/Lab/nikhilanand/systems-scaling-anon/systems-scaling/olmo/synthetic/student_teacher_v3.py --run_intervention --depth 4 --width 512 --batch 2048 --lr_max 6e-4 --wandb_project mx_intervention --store_full_gradients --log_weight_clipping --val_every 100 --steps_total 9000 --intervention_checkpoint /n/netscratch/kempner_dev/Lab/nikhilanand/eps_sweeps_depth_width/a_fmtfp8_e4m3_a_bp_exfp8_e4m3_a_bp_osfp8_e4m3_actgelu_bs2048_L4_lr6e-04_s1337_fmtfp8_e4m3_bpfp8_e4m3_D512_fbd5/checkpoints/ckpt_mx_step14080.pt --a_elem_format bfloat16 --a_elem_format_bp_ex fp8_e4m3 --a_elem_format_bp_os fp8_e4m3 --use_custom_cuda --wandb_name bf16_act_step14080
12	python /n/holylfs06/LABS/kempner_dev/Lab/nikhilanand/systems-scaling-anon/systems-scaling/olmo/synthetic/student_teacher_v3.py --run_intervention --depth 4 --width 512 --batch 2048 --lr_max 6e-4 --wandb_project mx_intervention --store_full_gradients --log_weight_clipping --val_every 100 --steps_total 9000 --intervention_checkpoint /n/netscratch/kempner_dev/Lab/nikhilanand/eps_sweeps_depth_width/a_fmtfp8_e4m3_a_bp_exfp8_e4m3_a_bp_osfp8_e4m3_actgelu_bs2048_L4_lr6e-04_s1337_fmtfp8_e4m3_bpfp8_e4m3_D512_fbd5/checkpoints/ckpt_mx_step14080.pt --a_elem_format bfloat16 --a_elem_format_bp_ex bfloat16 --a_elem_format_bp_os bfloat16 --use_custom_cuda --wandb_name bf16_act_all_step14080
13	python /n/holylfs06/LABS/kempner_dev/Lab/nikhilanand/systems-scaling-anon/systems-scaling/olmo/synthetic/student_teacher_v3.py --run_intervention --depth 4 --width 512 --batch 2048 --lr_max 6e-4 --wandb_project mx_intervention --store_full_gradients --log_weight_clipping --val_every 100 --steps_total 9000 --intervention_checkpoint /n/netscratch/kempner_dev/Lab/nikhilanand/eps_sweeps_depth_width/a_fmtfp8_e4m3_a_bp_exfp8_e4m3_a_bp_osfp8_e4m3_actgelu_bs2048_L4_lr6e-04_s1337_fmtfp8_e4m3_bpfp8_e4m3_D512_fbd5/checkpoints/ckpt_mx_step14080.pt --dont_quantize_backprop --wandb_name no_bp_quant_step14080
14	python /n/holylfs06/LABS/kempner_dev/Lab/nikhilanand/systems-scaling-anon/systems-scaling/olmo/synthetic/student_teacher_v3.py --run_intervention --depth 4 --width 512 --batch 2048 --lr_max 6e-4 --wandb_project mx_intervention --store_full_gradients --log_weight_clipping --val_every 100 --steps_total 9000 --intervention_checkpoint /n/netscratch/kempner_dev/Lab/nikhilanand/eps_sweeps_depth_width/a_fmtfp8_e4m3_a_bp_exfp8_e4m3_a_bp_osfp8_e4m3_actgelu_bs2048_L4_lr6e-04_s1337_fmtfp8_e4m3_bpfp8_e4m3_D512_fbd5/checkpoints/ckpt_mx_step14080.pt --dont_quantize_gelu --wandb_name no_gelu_quant_step14080
15	python /n/holylfs06/LABS/kempner_dev/Lab/nikhilanand/systems-scaling-anon/systems-scaling/olmo/synthetic/student_teacher_v3.py --run_intervention --depth 4 --width 512 --batch 2048 --lr_max 6e-4 --wandb_project mx_intervention --store_full_gradients --log_weight_clipping --val_every 100 --steps_total 9000 --intervention_checkpoint /n/netscratch/kempner_dev/Lab/nikhilanand/eps_sweeps_depth_width/a_fmtfp8_e4m3_a_bp_exfp8_e4m3_a_bp_osfp8_e4m3_actgelu_bs2048_L4_lr6e-04_s1337_fmtfp8_e4m3_bpfp8_e4m3_D512_fbd5/checkpoints/ckpt_mx_step14080.pt --w_elem_format bfloat16 --wandb_name bf16_weight_step14080
16	python /n/holylfs06/LABS/kempner_dev/Lab/nikhilanand/systems-scaling-anon/systems-scaling/olmo/synthetic/student_teacher_v3.py --run_intervention --depth 4 --width 512 --batch 2048 --lr_max 6e-4 --wandb_project mx_intervention --store_full_gradients --log_weight_clipping --val_every 100 --steps_total 9000 --intervention_checkpoint /n/netscratch/kempner_dev/Lab/nikhilanand/eps_sweeps_depth_width/a_fmtfp8_e4m3_a_bp_exfp8_e4m3_a_bp_osfp8_e4m3_actgelu_bs2048_L4_lr6e-04_s1337_fmtfp8_e4m3_bpfp8_e4m3_D512_fbd5/checkpoints/ckpt_mx_step14200.pt --dont_inject_mx_ops --wandb_name no_mx_inject_step14200
17	python /n/holylfs06/LABS/kempner_dev/Lab/nikhilanand/systems-scaling-anon/systems-scaling/olmo/synthetic/student_teacher_v3.py --run_intervention --depth 4 --width 512 --batch 2048 --lr_max 6e-4 --wandb_project mx_intervention --store_full_gradients --log_weight_clipping --val_every 100 --steps_total 9000 --intervention_checkpoint /n/netscratch/kempner_dev/Lab/nikhilanand/eps_sweeps_depth_width/a_fmtfp8_e4m3_a_bp_exfp8_e4m3_a_bp_osfp8_e4m3_actgelu_bs2048_L4_lr6e-04_s1337_fmtfp8_e4m3_bpfp8_e4m3_D512_fbd5/checkpoints/ckpt_mx_step14200.pt --bump_up_overflow_exponent --wandb_name bump_exp_step14200
18	python /n/holylfs06/LABS/kempner_dev/Lab/nikhilanand/systems-scaling-anon/systems-scaling/olmo/synthetic/student_teacher_v3.py --run_intervention --depth 4 --width 512 --batch 2048 --lr_max 6e-4 --wandb_project mx_intervention --store_full_gradients --log_weight_clipping --val_every 100 --steps_total 9000 --intervention_checkpoint /n/netscratch/kempner_dev/Lab/nikhilanand/eps_sweeps_depth_width/a_fmtfp8_e4m3_a_bp_exfp8_e4m3_a_bp_osfp8_e4m3_actgelu_bs2048_L4_lr6e-04_s1337_fmtfp8_e4m3_bpfp8_e4m3_D512_fbd5/checkpoints/ckpt_mx_step14200.pt --dont_quantize_layernorm --wandb_name no_ln_q_step14200
19	python /n/holylfs06/LABS/kempner_dev/Lab/nikhilanand/systems-scaling-anon/systems-scaling/olmo/synthetic/student_teacher_v3.py --run_intervention --depth 4 --width 512 --batch 2048 --lr_max 6e-4 --wandb_project mx_intervention --store_full_gradients --log_weight_clipping --val_every 100 --steps_total 9000 --intervention_checkpoint /n/netscratch/kempner_dev/Lab/nikhilanand/eps_sweeps_depth_width/a_fmtfp8_e4m3_a_bp_exfp8_e4m3_a_bp_osfp8_e4m3_actgelu_bs2048_L4_lr6e-04_s1337_fmtfp8_e4m3_bpfp8_e4m3_D512_fbd5/checkpoints/ckpt_mx_step14200.pt --a_elem_format bfloat16 --a_elem_format_bp_ex fp8_e4m3 --a_elem_format_bp_os fp8_e4m3 --use_custom_cuda --wandb_name bf16_act_step14200
20	python /n/holylfs06/LABS/kempner_dev/Lab/nikhilanand/systems-scaling-anon/systems-scaling/olmo/synthetic/student_teacher_v3.py --run_intervention --depth 4 --width 512 --batch 2048 --lr_max 6e-4 --wandb_project mx_intervention --store_full_gradients --log_weight_clipping --val_every 100 --steps_total 9000 --intervention_checkpoint /n/netscratch/kempner_dev/Lab/nikhilanand/eps_sweeps_depth_width/a_fmtfp8_e4m3_a_bp_exfp8_e4m3_a_bp_osfp8_e4m3_actgelu_bs2048_L4_lr6e-04_s1337_fmtfp8_e4m3_bpfp8_e4m3_D512_fbd5/checkpoints/ckpt_mx_step14200.pt --a_elem_format bfloat16 --a_elem_format_bp_ex bfloat16 --a_elem_format_bp_os bfloat16 --use_custom_cuda --wandb_name bf16_act_all_step14200
21	python /n/holylfs06/LABS/kempner_dev/Lab/nikhilanand/systems-scaling-anon/systems-scaling/olmo/synthetic/student_teacher_v3.py --run_intervention --depth 4 --width 512 --batch 2048 --lr_max 6e-4 --wandb_project mx_intervention --store_full_gradients --log_weight_clipping --val_every 100 --steps_total 9000 --intervention_checkpoint /n/netscratch/kempner_dev/Lab/nikhilanand/eps_sweeps_depth_width/a_fmtfp8_e4m3_a_bp_exfp8_e4m3_a_bp_osfp8_e4m3_actgelu_bs2048_L4_lr6e-04_s1337_fmtfp8_e4m3_bpfp8_e4m3_D512_fbd5/checkpoints/ckpt_mx_step14200.pt --dont_quantize_backprop --wandb_name no_bp_quant_step14200
22	python /n/holylfs06/LABS/kempner_dev/Lab/nikhilanand/systems-scaling-anon/systems-scaling/olmo/synthetic/student_teacher_v3.py --run_intervention --depth 4 --width 512 --batch 2048 --lr_max 6e-4 --wandb_project mx_intervention --store_full_gradients --log_weight_clipping --val_every 100 --steps_total 9000 --intervention_checkpoint /n/netscratch/kempner_dev/Lab/nikhilanand/eps_sweeps_depth_width/a_fmtfp8_e4m3_a_bp_exfp8_e4m3_a_bp_osfp8_e4m3_actgelu_bs2048_L4_lr6e-04_s1337_fmtfp8_e4m3_bpfp8_e4m3_D512_fbd5/checkpoints/ckpt_mx_step14200.pt --dont_quantize_gelu --wandb_name no_gelu_quant_step14200
23	python /n/holylfs06/LABS/kempner_dev/Lab/nikhilanand/systems-scaling-anon/systems-scaling/olmo/synthetic/student_teacher_v3.py --run_intervention --depth 4 --width 512 --batch 2048 --lr_max 6e-4 --wandb_project mx_intervention --store_full_gradients --log_weight_clipping --val_every 100 --steps_total 9000 --intervention_checkpoint /n/netscratch/kempner_dev/Lab/nikhilanand/eps_sweeps_depth_width/a_fmtfp8_e4m3_a_bp_exfp8_e4m3_a_bp_osfp8_e4m3_actgelu_bs2048_L4_lr6e-04_s1337_fmtfp8_e4m3_bpfp8_e4m3_D512_fbd5/checkpoints/ckpt_mx_step14200.pt --w_elem_format bfloat16 --wandb_name bf16_weight_step14200
24	python /n/holylfs06/LABS/kempner_dev/Lab/nikhilanand/systems-scaling-anon/systems-scaling/olmo/synthetic/student_teacher_v3.py --depth 4 --width 512 --batch 2048 --lr_max 6e-4 --wandb_project mx_intervention --store_full_gradients --log_weight_clipping --val_every 100 --steps_total 9000 --save_checkpoints --checkpoint_window_center 14100 --checkpoint_window_size 200 --checkpoint_every 20 --a_elem_format bfloat16 --a_elem_format_bp_ex bfloat16 --a_elem_format_bp_os bfloat16 --wandb_name full_bf16_act
